File generated on // Fichier créé sur, 2025-02-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pollutant // Polluant:, NO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Units // Unités, ppb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Note // Note,Data is hour ending local standard time // Données en heure normale locale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Note // Note,Zeros are valid. -999 denotes no data available // Zéros sont valides .-999 Données non disponibles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pollutant//Polluant,NAPS ID//Identifiant SNPA,City//Ville,Province/Territory//Province/Territoire,Latitude//Latitude,Longitude//Longitude,Date//Date,H01//H01,H02//H02,H03//H03,H04//H04,H05//H05,H06//H06,H07//H07,H08//H08,H09//H09,H10//H10,H11//H11,H12//H12,H13//H13,H14//H14,H15//H15,H16//H16,H17//H17,H18//H18,H19//H19,H20//H20,H21//H21,H22//H22,H23//H23,H24//H24
NO2,030113,Halifax,NS,44.64711,-63.57366,2023-08-01,8,9,4,1,4,2,4,10,4,4,2,6,5,6,3,2,4,2,2,2,4,4,2,4
NO2,030113,Halifax,NS,44.64711,-63.57366,2023-08-02,3,2,6,4,8,4,5,6,11,4,2,2,4,2,4,5,4,3,3,2,3,3,6,7
NO2,030113,Halifax,NS,44.64711,-63.57366,2023-08-03,9,6,6,8,8,10,10,14,10,7,7,4,3,5,7,8,7,7,5,4,4,5,13,15
NO2,030113,Halifax,NS,44.64711,-63.57366,2023-08-04,15,12,15,15,8,5,14,10,8,10,5,3,2,2,2,2,7,4,2,3,12,13,17,13
NO2,030113,Halifax,NS,44.64711,-63.57366,2023-08-05,13,8,5,6,3,8,5,3,8,13,7,4,10,8,2,3,2,4,4,3,5,2,2,4
NO2,030113,Halifax,NS,44.64711,-63.57366,2023-08-06,9,6,6,4,1,1,1,1,1,2,5,4,9,6,4,3,1,1,1,3,5,2,2,10
NO2,030113,Halifax,NS,44.64711,-63.57366,2023-08-07,3,1,1,0,1,5,4,3,5,9,4,3,4,2,4,2,2,2,5,3,5,3,2,1
NO2,030113,Halifax,NS,44.64711,-63.57366,2023-08-08,1,1,1,0,2,4,5,3,2,2,6,3,2,2,4,3,6,8,2,1,1,2,1,0
NO2,030113,Halifax,NS,44.64711,-63.57366,2023-08-09,0,0,1,0,0,1,4,7,5,4,4,4,3,2,2,3,4,3,1,1,1,1,0,0
NO2,030113,Halifax,NS,44.64711,-63.57366,2023-08-10,0,0,1,0,0,1,2,2,1,1,1,1,1,1,1,4,3,2,2,3,4,4,2,2
NO2,030113,Halifax,NS,44.64711,-63.57366,2023-08-11,5,3,2,2,2,3,6,4,6,3,5,6,7,5,6,3,4,2,3,4,4,2,2,1
NO2,030113,Halifax,NS,44.64711,-63.57366,2023-08-12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,3,3,4,8,18,16
NO2,030113,Halifax,NS,44.64711,-63.57366,2023-08-13,12,9,9,9,10,9,14,6,7,4,3,2,8,11,13,21,5,15,2,13,6,12,8,4
NO2,030113,Halifax,NS,44.64711,-63.57366,2023-08-14,2,2,2,1,6,7,6,13,21,10,2,2,3,2,2,3,3,2,1,3,3,2,1,1
NO2,030113,Halifax,NS,44.64711,-63.57366,2023-08-15,0,0,1,1,0,3,6,10,8,14,12,13,4,7,6,3,3,5,19,21,15,16,9,7
NO2,030113,Halifax,NS,44.64711,-63.57366,2023-08-16,7,3,1,1,1,2,2,5,5,4,7,5,9,11,12,8,8,8,2,4,10,11,11,9
NO2,030113,Halifax,NS,44.64711,-63.57366,2023-08-17,8,8,2,0,0,3,6,5,3,4,5,4,3,2,2,4,2,3,4,3,2,2,3,1
NO2,030113,Halifax,NS,44.64711,-63.57366,2023-08-18,1,0,1,1,1,2,4,3,3,3,5,4,2,2,2,3,1,1,1,1,10,10,6,3
NO2,030113,Halifax,NS,44.64711,-63.57366,2023-08-19,0,0,1,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3
NO2,030113,Halifax,NS,44.64711,-63.57366,2023-08-20,1,1,2,2,1,1,1,2,2,1,1,2,1,1,1,1,2,2,2,2,2,2,2,1
NO2,030113,Halifax,NS,44.64711,-63.57366,2023-08-21,1,0,1,0,1,2,2,2,2,5,5,5,5,7,6,5,4,6,10,14,17,15,12,7
NO2,030113,Halifax,NS,44.64711,-63.57366,2023-08-22,1,1,1,2,3,5,11,10,6,5,4,3,4,4,3,4,3,2,4,3,1,2,2,1
NO2,030113,Halifax,NS,44.64711,-63.57366,2023-08-23,2,2,1,2,4,5,6,8,5,3,4,4,-999,-999,-999,2,2,2,3,2,5,3,3,2
NO2,030113,Halifax,NS,44.64711,-63.57366,2023-08-24,1,1,1,2,2,4,10,13,16,12,17,11,17,19,15,19,3,3,2,4,5,15,10,16
NO2,030113,Halifax,NS,44.64711,-63.57366,2023-08-25,16,8,6,6,6,7,12,11,11,9,4,6,7,5,4,4,5,4,4,4,2,2,1,1
NO2,030113,Halifax,NS,44.64711,-63.57366,2023-08-26,1,1,1,0,0,1,1,1,2,3,1,2,1,2,1,2,2,2,1,1,0,0,0,0
NO2,030113,Halifax,NS,44.64711,-63.57366,2023-08-27,0,1,1,1,1,1,1,9,9,4,3,2,2,1,2,5,0,1,3,4,4,3,5,5
NO2,030113,Halifax,NS,44.64711,-63.57366,2023-08-28,2,3,5,5,3,5,7,13,9,5,4,3,5,19,12,6,6,2,3,3,3,2,1,1
NO2,030113,Halifax,NS,44.64711,-63.57366,2023-08-29,1,2,6,3,10,13,14,19,14,23,25,17,23,20,26,29,25,6,3,2,2,2,7,5
NO2,030113,Halifax,NS,44.64711,-63.57366,2023-08-30,2,8,8,7,1,1,10,10,10,9,2,2,2,1,3,2,1,2,1,2,1,1,1,0
NO2,030113,Halifax,NS,44.64711,-63.57366,2023-08-31,0,0,1,1,1,2,5,6,5,2,2,1,1,3,3,10,4,6,7,7,3,7,7,4
NO2,030113,Halifax,NS,44.64711,-63.57366,2023-09-01,4,3,5,4,4,5,9,12,12,7,7,5,4,4,6,4,4,5,2,3,6,14,16,11
NO2,030113,Halifax,NS,44.64711,-63.57366,2023-09-02,12,6,3,2,4,4,9,6,12,14,5,2,3,3,2,2,2,3,3,3,3,3,2,4
NO2,030113,Halifax,NS,44.64711,-63.57366,2023-09-03,3,3,3,3,2,2,2,1,1,1,1,1,1,2,1,2,2,2,2,4,4,3,2,1
NO2,030113,Halifax,NS,44.64711,-63.57366,2023-09-04,2,3,4,0,1,1,14,18,8,8,5,12,7,13,20,10,15,14,4,6,8,5,4,2
NO2,030113,Halifax,NS,44.64711,-63.57366,2023-09-05,1,4,4,1,4,3,6,6,7,5,6,5,5,4,4,3,3,2,2,2,1,4,3,2
NO2,030113,Halifax,NS,44.64711,-63.57366,2023-09-06,1,1,1,1,1,1,2,4,3,3,4,2,1,2,3,2,3,3,1,3,3,7,4,3
NO2,030113,Halifax,NS,44.64711,-63.57366,2023-09-07,0,1,1,4,7,10,12,11,11,5,3,2,1,1,2,1,2,5,4,7,7,3,15,13
NO2,030113,Halifax,NS,44.64711,-63.57366,2023-09-08,11,9,7,8,8,10,13,17,18,17,34,25,28,18,4,3,4,3,3,4,3,3,2,2
NO2,030113,Halifax,NS,44.64711,-63.57366,2023-09-09,1,1,1,1,1,1,3,2,3,2,2,2,2,1,1,2,1,2,2,1,1,2,2,2
NO2,030113,Halifax,NS,44.64711,-63.57366,2023-09-10,1,1,2,1,1,0,1,1,2,1,7,8,21,18,7,9,2,2,2,2,3,1,1,1
NO2,030113,Halifax,NS,44.64711,-63.57366,2023-09-11,1,1,2,0,1,17,12,10,18,18,19,9,19,19,18,21,20,20,17,11,10,9,6,9
NO2,030113,Halifax,NS,44.64711,-63.57366,2023-09-12,9,8,11,10,6,4,5,5,7,5,8,9,13,13,10,7,12,9,10,15,8,9,4,2
NO2,030113,Halifax,NS,44.64711,-63.57366,2023-09-13,1,1,1,2,2,1,3,8,13,27,22,25,26,25,17,13,13,21,3,1,3,3,3,3
NO2,030113,Halifax,NS,44.64711,-63.57366,2023-09-14,5,7,2,1,2,4,2,7,5,3,5,5,5,4,5,8,3,1,2,2,3,3,2,2
NO2,030113,Halifax,NS,44.64711,-63.57366,2023-09-15,1,1,2,1,2,5,8,10,12,9,10,6,5,4,3,3,5,5,5,3,0,0,0,0
NO2,030113,Halifax,NS,44.64711,-63.57366,2023-09-16,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NO2,030113,Halifax,NS,44.64711,-63.57366,2023-09-17,0,0,1,2,5,5,5,3,1,1,1,1,1,1,1,1,1,2,3,3,2,1,1,1
NO2,030113,Halifax,NS,44.64711,-63.57366,2023-09-18,1,1,2,1,2,3,5,7,7,3,3,2,2,2,2,3,3,4,3,3,3,2,3,2
NO2,030113,Halifax,NS,44.64711,-63.57366,2023-09-19,2,1,2,0,0,1,18,15,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
NO2,030113,Halifax,NS,44.64711,-63.57366,2023-09-20,1,1,2,2,1,3,3,3,1,1,2,2,2,2,2,2,2,2,1,2,3,3,2,1
NO2,030113,Halifax,NS,44.64711,-63.57366,2023-09-21,1,0,1,1,1,2,8,7,3,3,2,1,2,3,2,5,4,2,1,2,1,6,1,1
NO2,030113,Halifax,NS,44.64711,-63.57366,2023-09-22,2,3,4,3,3,6,12,12,10,10,6,6,4,5,4,6,6,3,6,6,4,4,2,2
NO2,030113,Halifax,NS,44.64711,-63.57366,2023-09-23,1,1,1,1,1,2,3,3,2,2,2,2,3,2,2,3,3,3,4,4,3,2,3,8
NO2,030113,Halifax,NS,44.64711,-63.57366,2023-09-24,6,5,3,5,3,3,5,8,7,3,7,6,11,17,10,14,15,5,2,4,4,5,6,4
NO2,030113,Halifax,NS,44.64711,-63.57366,2023-09-25,4,5,7,6,7,8,9,8,7,4,3,3,3,3,3,4,2,4,2,1,1,0,0,0
NO2,030113,Halifax,NS,44.64711,-63.57366,2023-09-26,0,3,3,2,2,6,8,13,13,4,3,4,4,4,19,31,33,15,12,9,14,9,6,7
NO2,030113,Halifax,NS,44.64711,-63.57366,2023-09-27,6,3,4,3,4,6,11,14,13,11,9,6,5,6,9,5,5,5,8,7,6,7,11,10
NO2,030113,Halifax,NS,44.64711,-63.57366,2023-09-28,12,12,8,7,6,8,12,15,16,17,17,11,15,18,10,7,4,6,7,8,10,10,9,8
NO2,030113,Halifax,NS,44.64711,-63.57366,2023-09-29,9,8,6,8,13,11,12,15,18,21,13,21,15,11,10,17,7,6,6,8,16,7,3,5
NO2,030113,Halifax,NS,44.64711,-63.57366,2023-09-30,5,5,2,4,5,10,15,13,8,6,6,5,12,10,4,15,12,6,4,10,8,5,2,2
NO2,030113,Halifax,NS,44.64711,-63.57366,2023-10-01,2,2,1,1,1,1,3,3,4,4,7,4,15,22,27,16,17,17,13,11,15,17,14,8
NO2,030113,Halifax,NS,44.64711,-63.57366,2023-10-02,6,4,4,3,4,7,7,9,4,2,2,2,3,3,3,3,5,3,6,7,8,7,5,6
NO2,030113,Halifax,NS,44.64711,-63.57366,2023-10-03,9,9,4,4,5,7,8,7,5,3,2,2,2,3,3,3,4,3,4,4,8,6,6,3
NO2,030113,Halifax,NS,44.64711,-63.57366,2023-10-04,4,5,5,3,4,4,8,6,3,4,5,5,34,16,33,24,6,2,5,4,4,3,3,4
NO2,030113,Halifax,NS,44.64711,-63.57366,2023-10-05,2,3,2,2,2,3,6,6,6,16,5,3,3,3,4,2,2,2,3,4,3,2,4,3
NO2,030113,Halifax,NS,44.64711,-63.57366,2023-10-06,2,2,2,2,2,3,8,13,17,19,16,18,15,15,7,18,7,3,7,19,15,10,10,13
NO2,030113,Halifax,NS,44.64711,-63.57366,2023-10-07,15,11,8,9,8,9,3,6,7,5,2,1,3,4,1,1,1,3,1,4,0,1,0,0
NO2,030113,Halifax,NS,44.64711,-63.57366,2023-10-08,0,0,0,0,0,0,0,0,0,1,1,10,2,1,1,1,1,2,5,5,3,4,2,1
NO2,030113,Halifax,NS,44.64711,-63.57366,2023-10-09,2,3,5,9,11,13,12,11,14,3,2,2,2,2,25,27,14,2,1,1,1,0,0,0
NO2,030113,Halifax,NS,44.64711,-63.57366,2023-10-10,0,0,0,1,1,2,2,3,2,2,2,1,2,2,2,3,3,4,5,6,4,5,4,3
NO2,030113,Halifax,NS,44.64711,-63.57366,2023-10-11,2,2,14,13,12,9,10,23,17,9,5,30,5,11,18,8,7,11,12,11,7,6,9,5
NO2,030113,Halifax,NS,44.64711,-63.57366,2023-10-12,4,4,2,4,4,13,10,7,11,14,18,13,29,23,7,5,5,5,5,4,4,7,4,4
NO2,030113,Halifax,NS,44.64711,-63.57366,2023-10-13,3,3,1,1,2,2,7,7,7,7,10,10,11,17,3,7,8,7,7,3,3,3,3,1
NO2,030113,Halifax,NS,44.64711,-63.57366,2023-10-14,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2
NO2,030113,Halifax,NS,44.64711,-63.57366,2023-10-15,2,2,1,2,2,1,2,3,3,2,3,2,2,18,8,3,1,4,3,5,1,1,1,1
NO2,030113,Halifax,NS,44.64711,-63.57366,2023-10-16,3,5,5,3,4,8,7,14,15,10,11,7,6,2,5,5,6,6,5,4,6,7,7,10
NO2,030113,Halifax,NS,44.64711,-63.57366,2023-10-17,4,3,4,6,8,9,10,13,9,10,6,4,5,10,10,4,8,9,9,12,13,11,10,7
NO2,030113,Halifax,NS,44.64711,-63.57366,2023-10-18,5,6,7,9,9,15,21,17,12,4,4,4,4,5,4,4,5,4,7,6,3,3,3,2
NO2,030113,Halifax,NS,44.64711,-63.57366,2023-10-19,2,3,2,1,2,4,8,7,5,4,3,4,3,3,5,5,6,6,7,5,4,4,5,3
NO2,030113,Halifax,NS,44.64711,-63.57366,2023-10-20,2,2,2,2,3,4,8,9,15,9,4,4,3,3,17,29,27,17,9,14,20,6,2,4
NO2,030113,Halifax,NS,44.64711,-63.57366,2023-10-21,2,1,4,5,4,1,2,2,2,6,6,5,6,10,10,2,11,21,10,6,2,3,3,3
NO2,030113,Halifax,NS,44.64711,-63.57366,2023-10-22,2,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,2,3,2,3,-999,13,12
NO2,030113,Halifax,NS,44.64711,-63.57366,2023-10-23,13,10,5,4,4,5,4,9,11,9,5,3,3,4,5,5,8,4,8,10,8,7,5,6
NO2,030113,Halifax,NS,44.64711,-63.57366,2023-10-24,5,3,5,7,7,12,13,15,19,11,11,5,17,10,3,4,4,5,5,6,6,4,3,3
NO2,030113,Halifax,NS,44.64711,-63.57366,2023-10-25,2,2,2,1,2,3,7,7,5,4,3,4,3,3,3,4,3,2,3,2,2,2,1,1
NO2,030113,Halifax,NS,44.64711,-63.57366,2023-10-26,1,1,1,1,2,4,7,12,14,26,25,18,20,28,28,36,29,32,17,10,15,12,9,9
NO2,030113,Halifax,NS,44.64711,-63.57366,2023-10-27,5,6,6,4,3,3,4,5,7,9,6,5,5,5,5,8,6,4,4,3,3,3,3,3
NO2,030113,Halifax,NS,44.64711,-63.57366,2023-10-28,2,2,3,2,3,6,4,4,4,4,4,3,3,3,3,3,4,4,5,4,3,2,2,2
NO2,030113,Halifax,NS,44.64711,-63.57366,2023-10-29,1,3,2,3,3,1,4,5,4,3,3,4,1,2,2,5,2,2,1,1,2,1,1,2
NO2,030113,Halifax,NS,44.64711,-63.57366,2023-10-30,1,1,1,1,2,7,6,8,7,7,8,7,4,5,5,4,3,3,2,3,2,3,3,3
NO2,030113,Halifax,NS,44.64711,-63.57366,2023-10-31,4,5,5,5,3,6,8,5,3,4,3,2,2,2,3,5,9,3,3,3,5,4,4,2
NO2,030113,Halifax,NS,44.64711,-63.57366,2023-11-01,2,2,3,3,5,6,8,10,11,8,9,9,7,14,5,7,6,4,6,13,11,12,9,11
NO2,030113,Halifax,NS,44.64711,-63.57366,2023-11-02,4,2,3,2,1,1,4,5,5,6,3,2,4,6,4,4,4,8,9,9,7,8,5,5
NO2,030113,Halifax,NS,44.64711,-63.57366,2023-11-03,4,4,3,3,3,6,8,10,20,8,6,6,7,4,5,6,6,8,10,9,7,7,6,6
NO2,030113,Halifax,NS,44.64711,-63.57366,2023-11-04,4,3,3,2,2,2,2,3,3,3,2,2,2,3,3,4,4,6,9,7,6,6,5,5
NO2,030113,Halifax,NS,44.64711,-63.57366,2023-11-05,4,5,6,4,4,5,10,18,14,8,12,8,17,11,8,7,12,14,15,11,14,12,5,11
NO2,030113,Halifax,NS,44.64711,-63.57366,2023-11-06,14,12,13,11,8,5,7,12,14,10,5,4,4,6,8,9,5,5,5,6,9,11,12,12
NO2,030113,Halifax,NS,44.64711,-63.57366,2023-11-07,10,12,5,7,4,6,10,12,15,7,6,5,6,6,5,4,4,4,4,4,3,3,2,2
NO2,030113,Halifax,NS,44.64711,-63.57366,2023-11-08,3,3,2,1,1,2,2,4,2,2,2,2,2,2,2,2,2,3,3,2,2,3,2,3
NO2,030113,Halifax,NS,44.64711,-63.57366,2023-11-09,1,1,1,1,4,2,2,6,5,5,3,2,3,2,3,3,8,7,6,5,5,4,3,3
NO2,030113,Halifax,NS,44.64711,-63.57366,2023-11-10,5,5,3,3,5,3,5,6,6,3,2,2,1,2,2,3,3,4,4,5,4,4,3,3
NO2,030113,Halifax,NS,44.64711,-63.57366,2023-11-11,2,2,2,2,1,1,2,3,4,3,2,2,1,1,2,3,2,5,6,6,7,11,8,4
NO2,030113,Halifax,NS,44.64711,-63.57366,2023-11-12,3,2,2,2,2,1,2,2,2,2,3,2,5,7,4,8,9,6,4,4,5,8,8,8
NO2,030113,Halifax,NS,44.64711,-63.57366,2023-11-13,8,7,7,7,6,7,12,10,10,7,6,10,8,12,9,7,6,6,7,13,9,16,19,14
NO2,030113,Halifax,NS,44.64711,-63.57366,2023-11-14,12,15,10,16,15,8,10,13,8,8,5,5,5,6,7,7,13,7,5,4,8,10,5,4
NO2,030113,Halifax,NS,44.64711,-63.57366,2023-11-15,5,3,5,6,5,2,6,12,11,10,6,6,7,9,7,9,6,10,8,14,8,8,9,9
NO2,030113,Halifax,NS,44.64711,-63.57366,2023-11-16,4,3,2,5,8,4,3,6,6,5,3,3,3,4,5,5,5,7,9,6,5,4,7,6
NO2,030113,Halifax,NS,44.64711,-63.57366,2023-11-17,12,10,13,18,18,18,18,20,21,21,14,4,3,2,3,4,4,6,6,4,3,3,2,2
NO2,030113,Halifax,NS,44.64711,-63.57366,2023-11-18,3,2,2,1,1,1,1,2,1,1,1,1,1,2,1,8,8,3,1,3,5,5,2,2
NO2,030113,Halifax,NS,44.64711,-63.57366,2023-11-19,4,2,1,0,1,1,1,2,2,1,1,1,1,1,2,6,4,8,11,12,11,14,5,6
NO2,030113,Halifax,NS,44.64711,-63.57366,2023-11-20,10,5,12,14,3,5,10,8,10,10,8,7,7,6,3,6,4,5,7,12,6,5,7,3
NO2,030113,Halifax,NS,44.64711,-63.57366,2023-11-21,2,2,2,6,5,3,6,6,8,9,-999,-999,-999,-999,8,9,9,9,12,13,13,10,12,11
NO2,030113,Halifax,NS,44.64711,-63.57366,2023-11-22,14,15,16,20,21,17,15,25,18,-999,4,6,6,4,3,3,3,1,1,0,0,2,2,2
NO2,030113,Halifax,NS,44.64711,-63.57366,2023-11-23,3,3,3,3,3,3,4,5,6,7,9,9,8,8,7,6,6,6,6,6,6,5,5,5
NO2,030113,Halifax,NS,44.64711,-63.57366,2023-11-24,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,4,4
NO2,030113,Halifax,NS,44.64711,-63.57366,2023-11-25,4,3,3,3,3,3,3,3,-999,-999,-999,-999,-999,4,5,4,3,3,3,3,2,3,3,2
NO2,030113,Halifax,NS,44.64711,-63.57366,2023-11-26,2,2,3,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,2
NO2,030113,Halifax,NS,44.64711,-63.57366,2023-11-27,3,2,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,6,5
NO2,030113,Halifax,NS,44.64711,-63.57366,2023-11-28,5,4,4,4,3,3,4,4,4,4,5,7,6,4,4,4,4,4,4,5,4,4,3,3
NO2,030113,Halifax,NS,44.64711,-63.57366,2023-11-29,3,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2
NO2,030113,Halifax,NS,44.64711,-63.57366,2023-11-30,2,2,2,2,2,2,3,4,5,6,6,5,4,4,4,4,5,5,5,6,5,4,4,3
NO2,030113,Halifax,NS,44.64711,-63.57366,2023-12-01,3,3,3,3,3,3,3,4,4,-999,-999,-999,-999,5,5,6,7,7,9,8,4,5,5,5
NO2,030113,Halifax,NS,44.64711,-63.57366,2023-12-02,5,6,5,4,4,6,9,8,8,5,8,8,9,13,7,7,9,13,11,20,21,14,8,6
NO2,030113,Halifax,NS,44.64711,-63.57366,2023-12-03,2,2,1,1,1,2,2,2,2,2,2,2,2,3,2,3,4,3,3,3,4,3,4,4
NO2,030113,Halifax,NS,44.64711,-63.57366,2023-12-04,2,2,1,1,1,1,4,3,4,6,12,18,15,8,5,8,7,8,10,12,15,9,9,8
NO2,030113,Halifax,NS,44.64711,-63.57366,2023-12-05,6,3,6,9,6,5,-999,10,12,16,17,12,9,7,7,7,7,5,4,5,4,3,3,3
NO2,030113,Halifax,NS,44.64711,-63.57366,2023-12-06,4,4,4,7,8,6,11,20,28,25,15,11,7,6,5,12,12,13,13,15,14,4,4,7
NO2,030113,Halifax,NS,44.64711,-63.57366,2023-12-07,9,10,7,4,7,7,7,10,8,13,10,6,4,3,4,4,7,6,4,3,3,4,4,2
NO2,030113,Halifax,NS,44.64711,-63.57366,2023-12-08,2,2,1,2,2,3,3,6,7,5,4,3,4,4,3,3,4,4,4,4,4,4,4,3
NO2,030113,Halifax,NS,44.64711,-63.57366,2023-12-09,3,3,3,4,4,5,11,11,12,16,10,7,6,4,4,5,11,15,21,30,31,31,31,30
NO2,030113,Halifax,NS,44.64711,-63.57366,2023-12-10,27,28,26,24,19,9,16,24,15,7,2,3,4,7,11,8,5,10,9,4,5,5,5,5
NO2,030113,Halifax,NS,44.64711,-63.57366,2023-12-11,1,0,1,0,0,0,1,1,1,1,2,1,1,1,1,0,0,0,0,1,2,2,2,1
NO2,030113,Halifax,NS,44.64711,-63.57366,2023-12-12,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,4,7,8,7,7,7,7,6,5
NO2,030113,Halifax,NS,44.64711,-63.57366,2023-12-13,3,3,5,5,5,5,5,8,7,6,-999,-999,6,6,8,8,4,4,4,5,4,4,4,2
NO2,030113,Halifax,NS,44.64711,-63.57366,2023-12-14,2,1,2,2,2,2,4,5,6,3,3,4,3,4,4,4,6,7,5,4,5,7,6,5
NO2,030113,Halifax,NS,44.64711,-63.57366,2023-12-15,5,5,5,5,4,4,4,6,5,5,5,4,4,4,6,6,9,10,9,8,9,8,8,6
NO2,030113,Halifax,NS,44.64711,-63.57366,2023-12-16,5,4,4,4,4,4,4,5,6,6,6,6,4,3,4,5,5,8,5,4,5,5,9,14
NO2,030113,Halifax,NS,44.64711,-63.57366,2023-12-17,15,14,18,10,22,25,24,22,26,24,4,3,3,3,3,5,9,6,8,10,6,3,3,1
NO2,030113,Halifax,NS,44.64711,-63.57366,2023-12-18,1,2,2,3,3,2,4,4,6,6,6,6,4,4,4,4,3,2,2,2,4,1,0,1
NO2,030113,Halifax,NS,44.64711,-63.57366,2023-12-19,0,0,1,1,1,1,4,6,5,5,6,6,7,11,8,5,15,6,9,8,9,10,8,6
NO2,030113,Halifax,NS,44.64711,-63.57366,2023-12-20,6,5,4,3,5,3,6,12,10,11,7,5,4,4,5,5,3,2,2,1,1,1,1,1
NO2,030113,Halifax,NS,44.64711,-63.57366,2023-12-21,1,1,1,1,1,0,1,2,3,4,3,3,3,2,3,5,3,6,9,7,10,11,11,4
NO2,030113,Halifax,NS,44.64711,-63.57366,2023-12-22,4,3,3,2,1,2,3,3,5,3,3,3,3,4,4,10,14,11,18,8,8,7,5,6
NO2,030113,Halifax,NS,44.64711,-63.57366,2023-12-23,3,3,3,6,5,7,7,10,16,13,12,4,3,3,3,3,6,7,9,9,6,6,5,5
NO2,030113,Halifax,NS,44.64711,-63.57366,2023-12-24,5,5,5,5,5,5,5,7,5,7,5,2,2,3,3,5,6,4,4,4,3,3,3,3
NO2,030113,Halifax,NS,44.64711,-63.57366,2023-12-25,4,5,3,4,3,6,10,8,4,4,5,12,7,3,3,3,3,5,7,7,6,6,6,5
NO2,030113,Halifax,NS,44.64711,-63.57366,2023-12-26,4,3,2,3,3,3,3,5,4,3,2,2,1,1,1,2,3,4,3,5,4,3,3,3
NO2,030113,Halifax,NS,44.64711,-63.57366,2023-12-27,2,2,3,2,2,4,4,13,14,10,12,10,5,14,12,19,14,12,9,4,6,5,12,7
NO2,030113,Halifax,NS,44.64711,-63.57366,2023-12-28,3,6,7,8,4,3,5,4,5,4,3,3,4,4,6,4,4,5,6,5,5,5,8,3
NO2,030113,Halifax,NS,44.64711,-63.57366,2023-12-29,4,4,5,2,1,1,1,2,3,3,2,2,2,3,5,6,7,9,12,11,6,3,8,9
NO2,030113,Halifax,NS,44.64711,-63.57366,2023-12-30,6,3,2,2,2,2,5,4,4,4,8,9,8,9,12,11,9,8,8,9,11,8,5,5
NO2,030113,Halifax,NS,44.64711,-63.57366,2023-12-31,6,2,2,2,2,3,4,2,3,4,2,3,3,2,3,4,5,3,3,2,3,2,3,3
NO2,030120,Dartmouth,NS,44.7198,-63.48076,2023-01-01,1,1,1,1,0,0,0,2,2,1,1,1,4,1,1,0,1,1,1,0,0,0,0,1
NO2,030120,Dartmouth,NS,44.7198,-63.48076,2023-01-02,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0
NO2,030120,Dartmouth,NS,44.7198,-63.48076,2023-01-03,1,1,1,1,1,1,2,0,2,5,7,6,2,2,2,2,2,2,2,1,1,1,1,1
NO2,030120,Dartmouth,NS,44.7198,-63.48076,2023-01-04,1,4,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,0,0
NO2,030120,Dartmouth,NS,44.7198,-63.48076,2023-01-05,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NO2,030120,Dartmouth,NS,44.7198,-63.48076,2023-01-06,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
NO2,030120,Dartmouth,NS,44.7198,-63.48076,2023-01-07,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,2,1,1,2,4,6,5,2
NO2,030120,Dartmouth,NS,44.7198,-63.48076,2023-01-08,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,2,2,3
NO2,030120,Dartmouth,NS,44.7198,-63.48076,2023-01-09,2,4,5,3,4,3,6,6,6,3,4,2,1,1,1,2,3,4,4,4,2,2,1,1
NO2,030120,Dartmouth,NS,44.7198,-63.48076,2023-01-10,1,1,1,2,2,2,2,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
NO2,030120,Dartmouth,NS,44.7198,-63.48076,2023-01-11,1,1,1,2,1,1,1,3,2,1,1,0,0,0,0,1,1,2,2,2,2,4,2,2
NO2,030120,Dartmouth,NS,44.7198,-63.48076,2023-01-12,2,2,3,2,3,2,1,1,3,2,1,0,0,1,7,3,3,4,3,2,2,2,2,1
